VideoID,Title,Publish_Date,Publish_Time,Day_of_the_week,Hour_of_the_day,Views,Likes,Dislikes,Comments,Engagement Rate,
qxUuyZa0N98,"Keyword Sheeter Tool for SEO, Bloggers & YouTube SEO - FREE Keyword Research Tool",15-10-2022,13:50:41,Saturday,13.00,5903.00,257.00,0.00,22.00,25700.00%,
A5sAsX_X_Gk,10 Million Subscribers Trick 😮🔥  #funcode #shorts,16-10-2022,08:25:17,Sunday,8.00,6188.00,402.00,0.00,14.00,40200.00%,
FUcTTV8GQg8,AWS (Amazon Web Services) Full Course in 2 Hours | AWS Explained in One Shot,16-10-2022,10:38:26,Sunday,10.00,32015.00,1022.00,0.00,25.00,102200.00%,
tBYPmM0ZDv0,Kaun Banega Programmer | Html Interview Round #kbp,17-10-2022,14:25:10,Monday,14.00,3107.00,176.00,0.00,9.00,17600.00%,
KUuteY9pooc,Email Automation 📩 with Voice Using Python Codes | Python Program,17-10-2022,13:50:41,Monday,13.00,12991.00,275.00,0.00,13.00,27500.00%,
bzIVbcKm24I,Google Trick for Keyword Research to Rank #1 on SERP 🚀,17-10-2022,08:25:17,Monday,8.00,24104.00,1156.00,0.00,39.00,115600.00%,
OwFMEhZbe_4,How to Build BMI APP in Flutter | BMI Calculator Tutorial 🔥,17-10-2022,10:38:26,Monday,10.00,67537.00,1041.00,0.00,51.00,104100.00%,
lo21dCAzmZ8,Password Protected PDF Using Python | Encrypt Your PDF - Complete Tutorial,18-10-2022,14:25:10,Tuesday,14.00,10138.00,288.00,0.00,16.00,28800.00%,
INKXMxgVX28,How to Implement Controllers in ExpressJS | Mern Stack,18-10-2022,13:50:41,Tuesday,13.00,2414.00,65.00,0.00,7.00,6500.00%,
EVwTcSSeUhY,Top FREE WordPress Themes For 2022 #shorts,18-10-2022,08:25:17,Tuesday,8.00,18961.00,1050.00,0.00,8.00,105000.00%,
94lRLq2ZkEg,"Best YouTube SEO Tool - Title, Tags & Description 🔥 | यह Tool सभी YouTubers के पास होने चाहिए!",18-10-2022,10:38:26,Tuesday,10.00,9349.00,362.00,0.00,14.00,36200.00%,
TAjgdAsHCaU,How to Animate Containers in Flutter? - App Animation Effect,18-10-2022,14:25:10,Tuesday,14.00,36174.00,555.00,0.00,17.00,55500.00%,
0nBrULt3QU8,Kaun Banega Programmer | Html Interview Round #kbp,19-10-2022,13:50:41,Wednesday,13.00,2758.00,149.00,0.00,3.00,14900.00%,
SOa9lUIcIZc,Build Hangman Game Using Python 🐍 | Python Advanced Projects,19-10-2022,08:25:17,Wednesday,8.00,22340.00,414.00,0.00,15.00,41400.00%,
X0_hl2qvvnk,5 Easy Tricks to Write Catchy Headlines Like a Pro #shorts,19-10-2022,10:38:26,Wednesday,10.00,5802.00,228.00,0.00,4.00,22800.00%,
twbaYE7SamA,Design and Create Your Own JavaScript Calculator | JavaScript Project 🔥,19-10-2022,14:25:10,Wednesday,14.00,10213.00,333.00,0.00,33.00,33300.00%,
I2S_olwVJ-Q,किसी भी YouTube Channel का Analytics देखें? Earning + Views 🤑 | YouTube Analytics Tool,19-10-2022,13:50:41,Wednesday,13.00,9007.00,303.00,0.00,11.00,30300.00%,
1xdC7a6Lmww,Flutter Animated Opacity Widget Tutorial🔥,19-10-2022,08:25:17,Wednesday,8.00,19831.00,350.00,0.00,13.00,35000.00%,
kSlz2PP8Ibo,How to Split a PDF File into Single Files using Python - Complete Tutorial 🔥 | Python Project,20-10-2022,10:38:26,Thursday,10.00,2661.00,40.00,0.00,3.00,4000.00%,
C4_zIEjPVRg,"Insert Operations using Node, Express JS, and MongoDB - Complete Tutorial | MERN Stack 🔥",20-10-2022,14:25:10,Thursday,14.00,2252.00,34.00,0.00,1.00,3400.00%,
mEUONqQIzC0,Flutter Animated Cross Fade Widget Tutorial (Widget of the Week),20-10-2022,13:50:41,Thursday,13.00,20729.00,385.00,0.00,35.00,38500.00%,
5kcBbglvvSw,JavaScript Interview Round | Kaun Banega Programmer 👩‍💻 #kbp,21-10-2022,08:25:17,Friday,8.00,2916.00,228.00,0.00,3.00,22800.00%,
lslXD_VU_Do,Build Your Desktop Notifier to Display Stock Market Data using python 🐍,21-10-2022,10:38:26,Friday,10.00,7918.00,167.00,0.00,6.00,16700.00%,
ZbVoHGpVEPE,Hero Animation Widget Tutorial for Beginners | Flutter Animation 😮🔥,21-10-2022,14:25:10,Friday,14.00,28646.00,535.00,0.00,20.00,53500.00%,
VeW6Y8EOQHw,How to Merge (concatenate) PDF from Several PDFs using python | Python Advanced Project,22-10-2022,13:50:41,Saturday,13.00,5116.00,148.00,0.00,18.00,14800.00%,
v5VB39WkXwo,"Read Operations using Node, ExpressJS, and MongoDB - Complete Tutorial | MERN Stack 🔥",22-10-2022,08:25:17,Saturday,8.00,1992.00,37.00,0.00,3.00,3700.00%,
gVeKkOCwxSs,Instagram Theme Hacks: How to Create Theme for your Instagram Account to Earn🤑,22-10-2022,10:38:26,Saturday,10.00,40610.00,1134.00,0.00,27.00,113400.00%,
hAMkGN-zdaY,Video + Audio Editing Full Course 🔥 | Adobe Premiere Pro + Adobe Audition Full Tutorial in 6 Hours,23-10-2022,14:25:10,Sunday,14.00,118853.00,5264.00,0.00,96.00,526400.00%,
L8cE2W-XXAc,Wish You A Very Happy Diwali to All @WsCubeTech Family 🪔💥😍,24-10-2022,13:50:41,Monday,13.00,5563.00,266.00,0.00,50.00,26600.00%,
awl3_AuMHE8,Can Artificial Intelligence Replace Content Writers? AI vs Content Writing,25-10-2022,08:25:17,Tuesday,8.00,14413.00,457.00,0.00,33.00,45700.00%,
1v4LHB0RS_g,How to Become an Ethical Hacker & Cyber Security? Roadmap & Career🔥,25-10-2022,10:38:26,Tuesday,10.00,36807.00,2029.00,0.00,58.00,202900.00%,
u_aFF7r3N_s,Kaun Banega Ethical Hacker 🐱‍💻- Interview Round,26-10-2022,14:25:10,Wednesday,14.00,3773.00,278.00,0.00,9.00,27800.00%,
4mL0p95hFBU,How to Take Multiple Inputs from the User using Python🐍 | Python Program,26-10-2022,13:50:41,Wednesday,13.00,13918.00,252.00,0.00,15.00,25200.00%,
4_NDWUGDZRQ,Flutter ListWheel ScrollView Widget Tutorial (Widget of the Week),26-10-2022,08:25:17,Wednesday,8.00,20360.00,370.00,0.00,22.00,37000.00%,
GR104WR8SGI,"Free PDF Editor: Reverse, Copy & Delete PDF Pages using Python 🔥 Super Trick",27-10-2022,10:38:26,Thursday,10.00,7348.00,219.00,0.00,12.00,21900.00%,
jFPvlNTJxDA,YouTube Handle Update | YouTube Handle Kaise Banaye | How to Enable YouTube Handle on Your Channel,27-10-2022,14:25:10,Thursday,14.00,27060.00,686.00,0.00,59.00,68600.00%,
malymrdZ350,Regular Expression (RegEX) in Python - Complete Tutorial,28-10-2022,13:50:41,Friday,13.00,70975.00,1495.00,0.00,65.00,149500.00%,
rdUaFZwOqQk,INSTAGRAM CAROUSEL TUTORIAL: How to Create & Post Instagram Carousel (Canva) - Complete Tutorial 🔥,28-10-2022,08:25:17,Friday,8.00,117009.00,2754.00,0.00,48.00,275400.00%,
vsYi1uhUAL0,How to Extract Images from PDF Using Python  - Complete Python Project,29-10-2022,10:38:26,Saturday,10.00,8355.00,179.00,0.00,7.00,17900.00%,
3kJQnADFUak,How to Use Instagram Stories - Complete Guide,29-10-2022,14:25:10,Saturday,14.00,19388.00,644.00,0.00,28.00,64400.00%,
LEtGIJZDM1s,Tips for Achieving a High Score in Chrome Dino in 1 Minute 🎮 🔥,30-10-2022,13:50:41,Sunday,13.00,308413.00,9771.00,0.00,85.00,977100.00%,
I9RkcSduI7g,How to Protect Your CCTV Camera From Hackers? (Educational),30-10-2022,08:25:17,Sunday,8.00,2081386.00,44574.00,0.00,1952.00,4457400.00%,
Xuoo59unu1E,Kaun Banega Ethical Hacker 🐱‍💻- Interview Round,31-10-2022,10:38:26,Monday,10.00,2640.00,197.00,0.00,2.00,19700.00%,
ALo51oKeZew,Generators in Python - Explained with Example | Python Tutorial 🔥,31-10-2022,14:25:10,Monday,14.00,8714.00,189.00,0.00,11.00,18900.00%,
_GLnEw60IWU,Python Short Hand If Else Statement | Coding Techniques #shorts,31-10-2022,13:50:41,Monday,13.00,39163.00,2496.00,0.00,22.00,249600.00%,
idIP0Rh32ro,INSTAGRAM SEO: How to Rank Top on Instagram  | Keyword/Hashtags Research for Instagram,31-10-2022,08:25:17,Monday,8.00,124733.00,3237.00,0.00,69.00,323700.00%,
v1PdkGW1CmA,Flutter ClipRRect Widgets Kya Hai? | Complete Tutorial,31-10-2022,10:38:26,Monday,10.00,18117.00,304.00,0.00,16.00,30400.00%,
EuNTKQU9P4w,How to Add Watermarks/Overlays on PDF Using Python Codes 🐍,01-11-2022,14:25:10,Tuesday,14.00,3218.00,51.00,0.00,1.00,5100.00%,
2yLbm8MIpPk,What is an API and RESTFUL API? | Laravel 8 API Tutorial 🔥,01-11-2022,13:50:41,Tuesday,13.00,59919.00,1072.00,0.00,24.00,107200.00%,
FQIR90N_Z5w,How To Write Engaging Instagram Captions  | Instagram Tutorial 🔥,01-11-2022,08:25:17,Tuesday,8.00,40962.00,1072.00,0.00,26.00,107200.00%,
nGTwdVcG2B4,Kaun Banega Ethical Hacker 🐱‍💻- Interview Round,02-11-2022,10:38:26,Wednesday,10.00,3205.00,208.00,0.00,4.00,20800.00%,
JdUvM-pYLvE,Which Programming Language to Learn First? - Fully Explained,02-11-2022,14:25:10,Wednesday,14.00,4394.00,167.00,0.00,6.00,16700.00%,
FAAzLVdaYzE,Laravel Installation & Environment Setup in Just 8 Mins 🔥😮,02-11-2022,13:50:41,Wednesday,13.00,36824.00,464.00,0.00,14.00,46400.00%,
5P0xaqrG-ic,3 Important Rules To Write Variables in Python 🔥😮,02-11-2022,08:25:17,Wednesday,8.00,6183.00,319.00,0.00,4.00,31900.00%,
mFM18xPOLe0,Instagram Hashtag Generator: How to Use Hashtags to Get More Followers on Instagram Organically,02-11-2022,10:38:26,Wednesday,10.00,36263.00,1058.00,0.00,48.00,105800.00%,
sGmjb6UJdpU,Convert PDF to Image using Python Codes 👩‍💻 | Python Advanced Project,03-11-2022,14:25:10,Thursday,14.00,5820.00,96.00,0.00,3.00,9600.00%,
aiD9j8fDeUQ,What is Postman & How to Use? | Laravel Postman API Testing Tutorial😮🔥,03-11-2022,13:50:41,Thursday,13.00,30589.00,427.00,0.00,16.00,42700.00%,
h3EJZEFPbRY,Instagram Stories Some Cool & Hidden Feature 😮 - You Must Know,03-11-2022,08:25:17,Thursday,8.00,13858.00,442.00,0.00,16.00,44200.00%,
yBv9sa19LVE,Kaun Banega Programmer | Html Interview Round #kbp,04-11-2022,10:38:26,Friday,10.00,3756.00,216.00,0.00,6.00,21600.00%,
Bw9qqEDT1Ro,Build Your Own Currency Converter App using Python GUI🔥,04-11-2022,14:25:10,Friday,14.00,13759.00,242.00,0.00,14.00,24200.00%,
i48djfyMXuw,Best Time To Post On Instagram⏲? (Get More Reach😮),05-11-2022,13:50:41,Saturday,13.00,23792.00,772.00,0.00,26.00,77200.00%,
2UTa6eTDdWc,"Python Web Scraping | What to study, Salary & Packages, Application 😮| Simply Explained",06-11-2022,08:25:17,Sunday,8.00,60595.00,851.00,0.00,39.00,85100.00%,
jxoidPeSE8A,Build Flutter App with Dart | Dart Complete Tutorial in One Video 😮🔥,06-11-2022,10:38:26,Sunday,10.00,66803.00,1653.00,0.00,50.00,165300.00%,
HhTI6jgVCz4,JavaScript Interview Round | Kaun Banega Programmer 👩‍💻 #kbp,07-11-2022,14:25:10,Monday,14.00,1267.00,64.00,0.00,2.00,6400.00%,
fJ-dzdlejyc,Convert PDF to Word & Word to PDF using Python🐍 | Python Project,07-11-2022,13:50:41,Monday,13.00,13499.00,298.00,0.00,18.00,29800.00%,
NCzy3BAJP7M,HTTP Request Methods & Its Types 😮 | Laravel 8 Tutorial,07-11-2022,08:25:17,Monday,8.00,24107.00,400.00,0.00,20.00,40000.00%,
axYnxQU-Q1s,Kaun Banega Hacker 🐱‍💻- Interview Round #KBH #WsCubeTechShorts,08-11-2022,10:38:26,Tuesday,10.00,3070.00,258.00,0.00,4.00,25800.00%,
a3F9SNQKyiQ,Advanced Computer Vision with Python Tutorial 😮🔥,08-11-2022,14:25:10,Tuesday,14.00,20542.00,437.00,0.00,16.00,43700.00%,
Imxhvg9hyi0,Laravel 8: Setup Database using Migrations - Complete Tutorial 🔥,08-11-2022,13:50:41,Tuesday,13.00,11836.00,146.00,0.00,6.00,14600.00%,
e9km5ibZBG0,"Instagram Post Ideas for Business 😮 (MORE Followers, Engagement, and Sales)",08-11-2022,08:25:17,Tuesday,8.00,24690.00,593.00,0.00,32.00,59300.00%,
1DGTRnrvPpo,How to Extract Data from E-commerce Test Website 📃? | Web Scraping with Python 😮🔥,09-11-2022,10:38:26,Wednesday,10.00,40380.00,644.00,0.00,35.00,64400.00%,
gVVuTK0dVO4,Setting up the Modal and Controller in Laravel 🔥 | Laravel 8 API Tutorial,09-11-2022,14:25:10,Wednesday,14.00,10338.00,139.00,0.00,7.00,13900.00%,
t6MS_cbUYU8,3 Upcoming WhatsApp Features जो आपके Hosh उड़ा देगी !,09-11-2022,13:50:41,Wednesday,13.00,11442.00,974.00,0.00,12.00,97400.00%,
DukXpmkEHb4,What is Gradient & How to Add It to App Background? | Flutter Tutorial 🔥,09-11-2022,08:25:17,Wednesday,8.00,23822.00,460.00,0.00,25.00,46000.00%,
x4QRW5CftiQ,Kaun Banega Ethical Hacker 🐱‍💻- Interview Round,10-11-2022,10:38:26,Thursday,10.00,2792.00,238.00,0.00,4.00,23800.00%,
ur8IHlbs3oM,What is OpenCV with Python🐍 | Complete Tutorial [Hindi]🔥,10-11-2022,14:25:10,Thursday,14.00,48924.00,953.00,0.00,9.00,95300.00%,
mlBXCIoGRIQ,How to Create a POST API in Laravel - Complete Tutorial 😮🔥,10-11-2022,13:50:41,Thursday,13.00,18950.00,251.00,0.00,13.00,25100.00%,
pfReM_8qEU8,Collaborator vs Tags - What's the Difference🤔? | Instagram Marketing Tutorial 😮🔥,10-11-2022,08:25:17,Thursday,8.00,49747.00,967.00,0.00,43.00,96700.00%,
pBxbiD-pHE4,Scrap Data from TATA IPL Auction Stats 🏆 | Web Scraping with Python 🐍,11-11-2022,10:38:26,Friday,10.00,21549.00,362.00,0.00,20.00,36200.00%,
S-knS2j-9Ys,How to Create a GET API? | Laravel 8 API Tutorial🔥,11-11-2022,14:25:10,Friday,14.00,11088.00,178.00,0.00,15.00,17800.00%,
fia5og9974E,Instagram Security: How To Make Instagram Account Safe? 💀,11-11-2022,13:50:41,Friday,13.00,13090.00,509.00,0.00,26.00,50900.00%,
FXRTirINDRE,Kaun Banega Programmer | Html Interview Round #kbp,12-11-2022,08:25:17,Saturday,8.00,3980.00,221.00,0.00,3.00,22100.00%,
FwCUViqu6LA,How to Read and Show an Image using OpenCV? | Python Project 🐍,12-11-2022,10:38:26,Saturday,10.00,14884.00,269.00,0.00,7.00,26900.00%,
IhFyQuN9Im4,🔴 LIVE - Tips & Ideas to Write a VIRAL SCRIPT | How to Write YouTube Video Script + Q&A,12-11-2022,14:25:10,Saturday,14.00,15177.00,677.00,0.00,77.00,67700.00%,
QcEXGWsyT5A,Python Web Development Roadmap 2023 | Salary up to 12-15 Lakhs🤑🔥,13-11-2022,13:50:41,Sunday,13.00,75437.00,2528.00,0.00,80.00,252800.00%,
_gHtlkh9MWI,How To Create DELETE API In Laravel 8 [Step By Step Tutorial] 🔥 | Laravel API Tutorial,14-11-2022,08:25:17,Monday,8.00,6319.00,93.00,0.00,15.00,9300.00%,
Y_n1dakg1yo,Website Traffic Kaise Check Kare? | How to Spy on Your Competitors' SEO & Their Traffic?,14-11-2022,10:38:26,Monday,10.00,133058.00,2306.00,0.00,89.00,230600.00%,
6tCE1RI0VxQ,Kaun Banega Hacker 🐱‍💻- Interview Round #KBH #WsCubeTechShorts,15-11-2022,14:25:10,Tuesday,14.00,2215.00,175.00,0.00,6.00,17500.00%,
WHYMSkwJSYU,Scrap Flipkart 🛒 Data Using BeautifulSoup | Web Scraping with Python 🔥,15-11-2022,13:50:41,Tuesday,13.00,77641.00,1704.00,0.00,137.00,170400.00%,
6wkscjQePxA,Put vs Patch | Creating a PATCH and PUT API - Laravel 8 API Tutorial 🔥,15-11-2022,08:25:17,Tuesday,8.00,6975.00,105.00,0.00,7.00,10500.00%,
1hdszbY4TZs,Top 5 Instagram Reel Types - You Must Know🔥  | Instagram Reel Viral Kaise Kare 🤔?,15-11-2022,10:38:26,Tuesday,10.00,13913.00,462.00,0.00,24.00,46200.00%,
CIm5vfsfgO0,Create Dice Roll 🎲 Simulation Using Python - Tkinter GUI Python Project 🔥,16-11-2022,14:25:10,Wednesday,14.00,20831.00,338.00,0.00,7.00,33800.00%,
vG4aIeA7KvM,Laravel Authentication in Restful API - Explained | API Tutorial🔥,16-11-2022,13:50:41,Wednesday,13.00,15371.00,214.00,0.00,9.00,21400.00%,
noAPShoKlGU,Steps to Create Your First Instagram Reel in 2022-23 (Easy to Follow!) 😮🔥,16-11-2022,08:25:17,Wednesday,8.00,14264.00,432.00,0.00,20.00,43200.00%,
Kh-wUo48IGY,Kaun Banega Ethical Hacker - Interview Round #shorts,17-11-2022,10:38:26,Thursday,10.00,2148.00,180.00,0.00,5.00,18000.00%,
6t0RWqAyX_o,Show Multiple Images and Slide Shows using OpenCV 😮 | Computer Visions | OpenCV with Python Tutorial,17-11-2022,14:25:10,Thursday,14.00,7354.00,113.00,0.00,3.00,11300.00%,
WHSx8ZQNpiM,Laravel Passport Authentication - Complete Introduction 😮🔥,17-11-2022,13:50:41,Thursday,13.00,17363.00,182.00,0.00,8.00,18200.00%,
sAS1JluFQzk,Instagram Reels Algorithm: Why Reels are Important?🤔,17-11-2022,08:25:17,Thursday,8.00,13449.00,401.00,0.00,15.00,40100.00%,
6sGc1cV1T_g,What is Selenium? | Mini project of House of Dragon using Selenium 😮🔥,18-11-2022,10:38:26,Friday,10.00,13656.00,246.00,0.00,27.00,24600.00%,
_wqbaxaAfMo,How to Authenticate User Requests with Passport? | Laravel API Tutorial,18-11-2022,14:25:10,Friday,14.00,15284.00,240.00,0.00,9.00,24000.00%,
i6Xiq7U10ag,Did You Know About Heapq Module in Python🤔  #shorts,18-11-2022,13:50:41,Friday,13.00,5415.00,305.00,0.00,2.00,30500.00%,
S4j_xtVXUKo,How to Make Your Instagram Reels Go Viral?🤔 | Instagram Tips - You Should Know 🔥,18-11-2022,08:25:17,Friday,8.00,26242.00,982.00,0.00,35.00,98200.00%,
jwm96booPnI,Kaun Banega Ethical Hacker - Interview Round #shorts,19-11-2022,10:38:26,Saturday,10.00,4399.00,294.00,0.00,11.00,29400.00%,
7WhqH-Z6DqI,Put Text Over an Image using Open CV | Python Advanced Project 😮🔥,19-11-2022,14:25:10,Saturday,14.00,5164.00,70.00,0.00,3.00,7000.00%,
kEbfYoUDz8c,Laravel Subscription App Flow Tutorial🔥 | Laravel 8 API (Complete Guide),19-11-2022,13:50:41,Saturday,13.00,7548.00,124.00,0.00,12.00,12400.00%,
cmy4-skIE2s,Add Transition to Instagram Reels - Complete Guide (Perfect + Smooth Transitions) 😮🔥,19-11-2022,08:25:17,Saturday,8.00,21691.00,528.00,0.00,32.00,52800.00%,
xpWYAfl9pJE,Python Crash Course (Part-1) | Learn Python from Scratch to Advanced 😮🔥,20-11-2022,10:38:26,Sunday,10.00,389190.00,10423.00,0.00,371.00,1042300.00%,
tFfeKoo-vA8,Scraping INFINITE ♾ Scrolling on Ajio using Python and Selenium 🐍,21-11-2022,14:25:10,Monday,14.00,9673.00,146.00,0.00,19.00,14600.00%,
a0KNFOQ7gZs,Video Submission Kya Hai? | How to do Video Submission in SEO | SEO Tutorials,21-11-2022,13:50:41,Monday,13.00,48931.00,1382.00,0.00,26.00,138200.00%,
U-Bg3rDc7pE,Laravel 8: Layout for API Documentation😮🔥,21-11-2022,08:25:17,Monday,8.00,5243.00,77.00,0.00,13.00,7700.00%,
qYFfAe14mHQ,Javascript Break Statement - Learn How and When to Use Break Statement in JavaScript,21-11-2022,10:38:26,Monday,10.00,7906.00,140.00,0.00,18.00,14000.00%,
Q15SJ8lO5IE,SEO Explained in One Minute 😮🔥  #shorts,21-11-2022,14:25:10,Monday,14.00,315179.00,17723.00,0.00,72.00,1772300.00%,
NI1kZxJyCbE,Javascript loops - Explain  foreach Loop in Javascript | Javascript in Hindi,21-11-2022,13:50:41,Monday,13.00,11823.00,258.00,0.00,12.00,25800.00%,
bgBLULBonn8,Kaun Banega Ethical Hacker - Interview Round 2 #shorts,22-11-2022,08:25:17,Tuesday,8.00,2706.00,210.00,0.00,6.00,21000.00%,
#NAME?,Drawing Lines and Rectangles Over Image - OpenCV Python Tutorial🔥,22-11-2022,10:38:26,Tuesday,10.00,4523.00,102.00,0.00,8.00,10200.00%,
GDB_zYFd0MA,Mapping Lists to Widget - Explained | Flutter Tutorial🔥,22-11-2022,14:25:10,Tuesday,14.00,31274.00,576.00,0.00,22.00,57600.00%,
IqcHNjhvb9w,How to Draw Circles and Ellipses on Image - OpenCV Python Tutorial😮,23-11-2022,13:50:41,Wednesday,13.00,4531.00,84.00,0.00,4.00,8400.00%,
VhA05Sj98Dc,Design Anything on Your Phone Using Canva – No Laptop Needed!,23-11-2022,08:25:17,Wednesday,8.00,235358.00,6738.00,0.00,233.00,673800.00%,
esp-vyw040w,Flutter Tween Animation - Explained | Animation Complete Tutorial 😮🔥,23-11-2022,10:38:26,Wednesday,10.00,33004.00,557.00,0.00,36.00,55700.00%,
5-ZcTKWBank,Kaun Banega Programmer | Html Interview Round #kbp,24-11-2022,14:25:10,Thursday,14.00,4596.00,299.00,0.00,18.00,29900.00%,
QEWJ5dkDY4k,Prank your Friends with Instagram Spam Bot using Selenium Automation - Python Tricks😮,24-11-2022,13:50:41,Thursday,13.00,18350.00,444.00,0.00,17.00,44400.00%,
Gq6W_PW__qE,YouTube Shorts Monetization: How Much YouTube Pay for Shorts? | 1000 Views Pe Kitna Paisa Milega?🤔,24-11-2022,08:25:17,Thursday,8.00,22583.00,893.00,0.00,55.00,89300.00%,
VISoK50eKvM,Flutter Ripple Animation Effects Tutorial For Beginners 🔥,24-11-2022,10:38:26,Thursday,10.00,26531.00,459.00,0.00,22.00,45900.00%,
hlLQghHGn1c,How to Draw POLYGON on Image - OpenCV Python Tutorial😮,25-11-2022,14:25:10,Friday,14.00,5180.00,52.00,0.00,4.00,5200.00%,
31c4maAp0dA,SELF CONFIDENCE बढ़ाने के ये 3 तरीके! 😎😎😎 #shorts #interviewtips,25-11-2022,13:50:41,Friday,13.00,7089.00,717.00,0.00,8.00,71700.00%,
hiZcVbyukBo,How to Store and Retrieve Data Using Shared Preference in Flutter Application? - Full Tutorial,25-11-2022,08:25:17,Friday,8.00,84476.00,1291.00,0.00,70.00,129100.00%,
FiOuFK8hb14,Kaun Banega Programmer | Html Interview Round #kbp 😮,26-11-2022,10:38:26,Saturday,10.00,4457.00,253.00,0.00,10.00,25300.00%,
hkyMhiX_xKc,How to Read a File Line by Line Into a List? | Python Program [Hindi],26-11-2022,14:25:10,Saturday,14.00,6694.00,154.00,0.00,7.00,15400.00%,
4ctLni-XqtM,0 ₹ में Business को Digitally GROW करें!! 🤔 | Zero Budget Digital Marketing Ideas 🔥,27-11-2022,13:50:41,Sunday,13.00,46522.00,3837.00,0.00,26.00,383700.00%,
eI4JF24WafU,Python Zero to Hero Complete Tutorial in 19 Hours😮 | Learn Python Concepts (Part-2),27-11-2022,08:25:17,Sunday,8.00,162263.00,4910.00,0.00,123.00,491000.00%,
rtrqh8ZFBHg,Kaun Banega Ethical Hacker - Interview Round #shorts,28-11-2022,10:38:26,Monday,10.00,4360.00,407.00,0.00,14.00,40700.00%,
cB_knKEM07M,How to Delete an Element From a Dictionary using Python Program?🤔,28-11-2022,14:25:10,Monday,14.00,5676.00,110.00,0.00,6.00,11000.00%,
c_L-JadY-bU,How to Get VERIFIED on Instagram | Instagram Account Verified Kaise Kare (Blue Tick),28-11-2022,13:50:41,Monday,13.00,191482.00,4522.00,0.00,133.00,452200.00%,
jljwoxLOuSA,Flutter Shared Preferences Login Tutorial 🔒,28-11-2022,08:25:17,Monday,8.00,71888.00,1009.00,0.00,167.00,100900.00%,
MPLC9qVpF9g,Kaun Banega Ethical Hacker - Interview Round #shorts,30-11-2022,10:38:26,Wednesday,10.00,6692.00,540.00,0.00,12.00,54000.00%,
PVvX_zq92Io,How to Check If a String Is a Number (Float)🤔 using Python Codes?,30-11-2022,14:25:10,Wednesday,14.00,6931.00,124.00,0.00,7.00,12400.00%,
ymZ3lylJ5Wo,"🐱‍💻💀 Dark Web, Deep Web and Surface Web Explained in 1 Minute",01-12-2022,13:50:41,Thursday,13.00,11556.00,963.00,0.00,22.00,96300.00%,
Imo9ZOrBVZE,"Everything About GAME DEVELOPMENT 🎮 | How to Start, Jobs, Salary Packages? (Complete Roadmap)",01-12-2022,08:25:17,Thursday,8.00,25328.00,1090.00,0.00,68.00,109000.00%,
v_Pz1hD-oU0,Phishing Attack😮 - How to be Safe from Phishing?  #shorts,02-12-2022,10:38:26,Friday,10.00,20246.00,1006.00,0.00,24.00,100600.00%,
90SxLAN1tlA,How to Upload Videos On YouTube Properly in Mobile | YouTube Videos Upload Karne ka Sahi Tarika 2023,02-12-2022,14:25:10,Friday,14.00,14657.00,643.00,0.00,32.00,64300.00%,
mhlR5CvlCg4,Pull Marketing vs Push Marketing Strategies - What's the Difference😮  #shorts,03-12-2022,13:50:41,Saturday,13.00,12297.00,720.00,0.00,14.00,72000.00%,
zo_ZGU6toLc,HOW TO SECURE YOUR SYSTEM FROM HACKERS? - BE CAREFUL 💀,03-12-2022,08:25:17,Saturday,8.00,48399.00,1675.00,0.00,63.00,167500.00%,
ObE7h66Nfjs,Create Dynamic Island iPhone 14 Animation using HTML and CSS 😮🔥,04-12-2022,10:38:26,Sunday,10.00,8257.00,275.00,0.00,17.00,27500.00%,
EDK9vu5MFyQ,Are your Video Conferences Safe?😮 | Cyber Security | Video Call Safety #shorts,05-12-2022,14:25:10,Monday,14.00,9919.00,499.00,0.00,10.00,49900.00%,
8JAgf4-kba0,Instagram Growth Secrets: How to Grow on Instagram in 2023 with Strategy (Grow Organically & Fast),05-12-2022,13:50:41,Monday,13.00,18202.00,737.00,0.00,36.00,73700.00%,
OG3SzZUpiC4,Fastest Way to Get a DEVELOPER JOB!! Truth Revealed 😲🤫🔥,06-12-2022,08:25:17,Tuesday,8.00,9938.00,861.00,0.00,9.00,86100.00%,
QzSK7Qbfl7w,Vulnerability Assessments Explained in One Minute🔥 #shorts,07-12-2022,10:38:26,Wednesday,10.00,18879.00,1097.00,0.00,7.00,109700.00%,
UHJ_8rI0Xlc,Complete Android Development Roadmap - 2023 | Right Way to Become Android Developer (Full Guide),07-12-2022,14:25:10,Wednesday,14.00,73100.00,2699.00,0.00,106.00,269900.00%,
XTJLpZ-JHHU,How to Become a Web Developer | Complete Roadmap for Full Stack Developer with FREE Resources,08-12-2022,13:50:41,Thursday,13.00,314194.00,13625.00,0.00,337.00,1362500.00%,
hUg8t7xK7B4,3 Best Code Editors for Programmers | Software Engineers You Should Use🤔  #shorts,09-12-2022,08:25:17,Friday,8.00,19659.00,1231.00,0.00,13.00,123100.00%,
iSv_MVO_4fM,Get More FREE Traffic From WikiPedia (Powerful Backlink) 😮🔥,09-12-2022,10:38:26,Friday,10.00,203357.00,5835.00,0.00,137.00,583500.00%,
kO4M0UuD-wA,How to MAKE MONEY with Content Writing 🤑 | Content Writing Se Paise Kaise Kamaye,10-12-2022,14:25:10,Saturday,14.00,29113.00,1246.00,0.00,41.00,124600.00%,
